player_name,age,height,weight,overall_rating,penalties,nb_match,aggression,preferred_foot
Toni Gorupec,22,177.8,159,69,44,2,61,right
Toni Kallio,32,193.04,187,69,48,8,75,left
Toze Marreco,28,182.88,176,69,73,11,61,right
Uros Spajic,23,185.42,181,69,44,13,83,right
Vadim Demidov,28,185.42,176,69,40,19,72,right
Valentin Lavigne,22,180.34,159,69,66,9,52,right
Valentin Roberge,29,185.42,161,69,55,19,75,left
Valentin Rongier,22,172.72,146,69,63,12,57,right
Victor Laguardia,26,185.42,165,69,32,20,81,right
Vincent Nogueira,28,170.18,134,69,63,33,67,right
Vincent Ruefli,28,182.88,176,69,51,28,76,right
Vincenzo Fiorillo,26,190.5,174,69,22,24,11,right
Vincenzo Grella,33,182.88,165,69,63,8,74,left
Vitali Kutuzov,32,182.88,183,69,67,8,65,right
Vito Wormgoor,27,187.96,192,69,51,17,73,right
Vlada Avramov,36,187.96,179,69,25,23,35,right
Wagner,29,175.26,152,69,66,17,67,left
Walter Bressan,34,182.88,172,69,19,17,36,right
Wason Renteria,31,185.42,181,69,66,32,61,right
Wendel,31,182.88,163,69,67,13,72,left
Wilfried Moimbe,28,172.72,148,69,51,19,63,left
William Buckley,27,182.88,183,69,70,37,62,right
William Gallas,37,182.88,183,69,46,21,75,right
Willy Overtoom,28,170.18,148,69,82,18,52,right
Yann Bodiger,21,187.96,172,69,55,8,77,left
Yann Kermorgant,35,182.88,185,69,71,28,73,right
Yannick Sagbo,27,182.88,194,69,76,19,77,right
Yassin Mikari,31,172.72,150,69,42,17,75,left
Yassine Benzia,22,177.8,157,69,76,27,61,right
"Yazid Mansouri,30",31,175.26,152,69,71,5,68,right
Yohan Croizet,24,177.8,183,69,63,9,54,left
Yohan Thuram Ulien,28,187.96,187,69,35,28,15,right
Yohann Poulard,37,190.5,170,69,40,11,74,left
Young-Pyo Lee,36,175.26,148,69,46,12,70,right
Youssouf Hadji,36,182.88,172,69,74,14,62,right
Yrondu Musavu-King,24,185.42,183,69,37,13,67,left
Zakarya Bergdich,27,175.26,150,69,44,17,60,left
Zezinho,23,175.26,139,69,64,13,47,left
Aaron Mokoena,32,182.88,181,68,34,8,70,right
Abdelmajid Oulmers,32,172.72,143,68,47,5,63,right
Abel Tamata,26,182.88,170,68,55,15,72,right
Abraham Guie Gneki,27,180.34,154,68,40,8,67,right
Adam Fraczczak,29,182.88,168,68,70,30,83,right
Adama Soumaoro,24,187.96,205,68,40,16,63,right
Adil Chihi,27,182.88,172,68,64,21,60,left
Adrian Gunino,26,167.64,141,68,38,17,64,right
Adriano,27,175.26,168,68,50,51,46,right
Akaki Gogia,24,177.8,161,68,60,10,45,right
Alan Mannus,34,187.96,203,68,17,26,34,right
Alberto Brignoli,24,187.96,163,68,22,16,12,left
Alberto Guitian,26,182.88,163,68,30,14,68,right
Alef,20,185.42,157,68,50,11,74,right
Alessandro Parisi,35,182.88,165,68,80,8,65,left
Alessandro Potenza,30,185.42,174,68,44,19,69,right
Alessio Cragno,22,182.88,172,68,31,19,33,right
Alex Baptiste,30,180.34,163,68,34,22,73,right
Alex Bruce,31,180.34,179,68,32,23,83,right
Alex Menendez,24,180.34,148,68,50,12,78,left
Alexander Merkel,24,177.8,148,68,53,32,53,right
Alexandre Bonnet,30,172.72,143,68,66,17,43,left
Alexandre Coeff,24,185.42,159,68,59,25,68,right
Alexandre Cuvillier,29,182.88,159,68,41,18,59,left
Alexis Blin,20,182.88,172,68,51,9,65,right
Ali Al-Habsi,34,193.04,174,68,13,32,40,right
Almeida Anderson do Oliveira,31,187.96,196,68,52,6,66,right
Aloys Nong,31,180.34,170,68,59,18,60,right
Alvaro Anton,33,177.8,154,68,60,30,34,right
Alvaro Arroyo,26,180.34,168,68,39,16,79,right
Alvaro Gimenez,25,182.88,165,68,55,19,25,right
Ander Murillo,28,182.88,185,68,43,8,75,left
Anderson Conceicao,27,187.96,179,68,45,12,67,left
Andjelko Djuricic,31,190.5,187,68,24,4,26,right
Andre Albino Carvalho da Cunha,35,182.88,183,68,57,8,72,right
Andre Bahia,31,182.88,176,68,50,15,66,left
Andre Lenz,39,190.5,205,68,30,9,53,right
Andrea Caracciolo,35,193.04,176,68,78,24,48,right
Andrea Dossena,34,180.34,170,68,62,22,66,left
Andrea Mazzarani,26,180.34,163,68,75,31,48,right
Andrea Rossi,30,177.8,157,68,33,36,74,left
Andreas Ibertsberger,31,177.8,170,68,44,13,77,right
Andrew Driver,29,175.26,152,68,67,28,71,left
Andrew O'Brien,35,190.5,163,68,20,15,75,right
Andy Wilkinson,31,180.34,152,68,48,27,86,right
Angel Javier Arizmendi,30,187.96,168,68,66,19,62,right
Anice Badri,26,177.8,161,68,65,12,42,right
Anthony Annan,29,175.26,141,68,50,26,77,right
Anthony Deroin,33,162.56,146,68,68,9,61,right
Anthony Gardner,34,195.58,194,68,36,18,78,left
Anthony Lurling,37,172.72,165,68,72,22,76,right
Antoine van der Linden,36,185.42,185,68,65,9,73,left
Antonio Doblas,34,182.88,179,68,24,10,60,right
Antonio Mazzotta,27,182.88,161,68,67,25,71,left
Antonio Milic,22,190.5,179,68,43,5,68,left
Ariel Borysiuk,25,180.34,154,68,47,24,81,right
Arlind Ajeti,23,182.88,183,68,45,24,64,right
Arni Gautur Arason,36,187.96,185,68,16,6,67,right
Aron Gunnarsson,26,177.8,154,68,52,24,83,right
Arturo Alvarez,31,175.26,170,68,63,17,56,left
Arvydas Novikovas,26,177.8,168,68,63,22,44,left
Axel Bellinghausen,33,182.88,168,68,58,37,85,left
Ayoze Garcia Perez,27,172.72,159,68,70,9,39,left
Bakary Soro,30,185.42,163,68,48,11,61,right
Banel Nicolita,29,177.8,157,68,63,15,77,right
Baptiste Guillaume,20,187.96,170,68,59,14,49,right
Bengali-Fode Koita,26,185.42,190,68,61,26,28,right
Benjamin Leroy,27,185.42,163,68,22,21,25,right
Bernd Nehrig,30,180.34,174,68,71,23,72,right
Bertrand Robert,29,175.26,150,68,69,5,48,left
Bjoern Helge Riise,33,175.26,159,68,61,32,84,right
Bobley Anderson,23,185.42,176,68,61,9,45,right
Boli Bolingoli-Mbombo,21,180.34,159,68,70,12,72,left
Boubacar Barry Copa,37,180.34,152,68,27,24,34,right
Boy Waterman,31,187.96,183,68,24,24,29,right
Brandley Kuwas,23,177.8,161,68,56,4,56,left
Branko Ilic,33,187.96,176,68,55,17,65,right
Brayan Angulo,25,172.72,159,68,33,19,65,left
Brian Hamalainen,27,175.26,176,68,57,19,67,left
Brito,28,177.8,150,68,61,10,58,right
Bruno Amaro,32,180.34,170,68,73,20,74,right
Bruno Andrade,26,175.26,165,68,73,10,56,right
Bruno Grougi,33,172.72,154,68,78,25,63,right
Bruno Lopes,30,180.34,165,68,68,10,60,right
Bruno Moraes,30,180.34,159,68,68,11,67,right
Bryan Bergougnoux,33,177.8,174,68,74,25,52,right
Caca,30,170.18,146,68,60,9,52,right
Calvin Jong-a-Pin,25,182.88,165,68,35,6,72,left
Calvin Kadi,24,180.34,148,68,46,3,66,right
Carlos Bocanegra,35,182.88,170,68,43,28,69,left
Carlos Labrin,26,180.34,179,68,41,17,68,right
Carlos Olascuaga,23,175.26,159,68,46,9,71,right
Carlos Pena,32,180.34,168,68,38,21,60,left
Cas Peters,23,182.88,179,68,65,3,71,right
Cedric D'Ulivo,27,180.34,165,68,50,23,68,right
Cedric Yambere,25,190.5,179,68,34,8,71,right
Charlie Davies,30,177.8,161,68,70,33,64,right
Ched Evans,24,182.88,168,68,66,9,63,right
Chris Brunt,32,187.96,187,68,74,28,67,left
Chris Eagles,31,182.88,148,68,61,25,53,right
Christiaan Kum,31,182.88,154,68,44,20,81,right
Christian,26,182.88,183,68,64,7,43,left
Christian Obodo,30,175.26,159,68,59,15,77,right
Christian Schneuwly,28,177.8,161,68,55,30,45,right
Christian Strohdiek,28,193.04,187,68,35,21,72,right
Christian Wetklo,35,190.5,203,68,36,26,45,right
Christopher Glombard,27,177.8,163,68,50,16,73,right
Christopher Noethe,28,182.88,179,68,69,23,55,right
Chuks Aneke,23,187.96,207,68,56,28,59,right
Claude Dielna,28,182.88,190,68,52,19,79,left
Claudio Morel,36,175.26,163,68,72,9,69,left
Cleyton,24,170.18,152,68,65,6,49,right
Collin Benjamin,34,182.88,176,68,54,9,66,right
Collins Fai,24,167.64,132,68,34,3,71,right
Corentin Fiore,21,182.88,165,68,31,17,68,left
Craig Conway,31,175.26,148,68,56,23,61,right
Cris Santos,28,177.8,154,68,67,7,74,right
Cristian Battocchio,24,170.18,141,68,61,18,71,right
Cristian Silvestri,34,185.42,181,68,72,5,74,right
Cristiano,25,195.58,198,68,20,24,30,right
Cristiano Lupatelli,37,187.96,185,68,25,17,24,left
Cristophe Diandy,26,185.42,170,68,55,20,65,left
Damian Dabrowski,24,177.8,161,68,51,14,65,right
Dani Schahin,27,187.96,181,68,72,31,64,right
Daniel Brueckner,35,182.88,170,68,48,24,66,left
Daniel Fox,30,180.34,172,68,63,28,69,left
Daniel Jensen,36,177.8,161,68,62,24,50,right
Daniel Niculae,31,185.42,174,68,56,11,57,right
Danilo Soddimo,29,180.34,154,68,57,29,40,right
Danny Hoesen,25,185.42,179,68,56,23,51,right
Danny Koevermans,36,190.5,174,68,74,15,62,right
Danny Verbeek,25,182.88,143,68,40,12,49,left
Dario Knezevic,30,182.88,176,68,53,11,68,right
Dario Kresic,32,195.58,212,68,12,19,36,right
Dario Vujicevic,26,180.34,163,68,53,19,39,right
Darren O'Dea,29,185.42,181,68,29,21,70,left
David Davis,25,177.8,181,68,47,28,86,right
David Ducourtioux,38,177.8,150,68,59,27,73,right
David Edwards,30,182.88,172,68,55,29,63,right
David Goodwillie,27,175.26,159,68,70,29,59,right
David Hubert,28,182.88,174,68,57,28,69,right
David Sommeil,35,177.8,165,68,54,4,66,right
David Vaughan,33,167.64,154,68,74,25,73,left
Dean Moxey,29,187.96,154,68,39,20,65,left
Declan John,21,177.8,165,68,59,18,56,left
Demarai Gray,20,177.8,146,68,58,17,33,right
Denis Tonucci,28,182.88,172,68,42,21,74,right
Deniss Rakels,24,177.8,161,68,65,20,62,right
Dennis Oliech,30,180.34,185,68,69,19,64,right
Derrick Luckassen,21,185.42,165,68,46,12,59,right
Diego Seoane Perez,28,180.34,170,68,57,21,67,right
Diogo Viana,25,175.26,150,68,52,13,68,right
Dion Malone,26,185.42,181,68,33,14,81,right
Djamel Bakar,27,170.18,157,68,63,22,49,right
Domingos Alexandre Martins da Costa Alex,34,175.26,163,68,63,13,73,right
Dominic Solanke,19,185.42,165,68,71,13,31,right
Dominik Kumbela,32,172.72,157,68,72,24,70,right
Dorin Goian,35,193.04,183,68,57,17,72,right
Dragan Mrdja,29,187.96,176,68,76,8,63,right
Edson Sitta,29,180.34,170,68,55,8,63,right
Eduard Campabadal,22,177.8,170,68,48,15,68,right
Efrain Juarez,28,180.34,168,68,51,39,68,right
Elinton Andrade,34,190.5,190,68,28,10,26,right
Elisson,28,187.96,187,68,16,10,33,right
Elliott Bennett,28,177.8,161,68,64,27,46,right
Elohim Rolland,27,182.88,170,68,42,9,74,right
Emanuel Pogatetz,33,190.5,198,68,45,34,81,left
Emanuele D'Anna,27,177.8,165,68,62,5,58,right
Emidio Rafael,30,180.34,165,68,51,19,69,left
Emiliano Bonazzoli,34,193.04,183,68,70,13,60,right
Emmanuel Frimpong,24,180.34,148,68,57,24,90,right
Enzo Reale,25,175.26,152,68,73,15,54,right
Eric Tie Bi,25,180.34,168,68,44,8,71,right
Erick Pulgar,22,185.42,154,68,48,20,76,right
Ernesto Farias,34,177.8,170,68,72,10,65,right
"Ervin Skela,30",34,172.72,150,68,69,5,54,right
Esmael Goncalves,24,182.88,194,68,52,16,54,right
Eunan O'Kane,25,172.72,185,68,56,19,54,right
Evaldo,34,182.88,168,68,53,23,73,left
Ezequiel Calvente,24,170.18,130,68,76,19,40,right
Fabian Vargas,35,177.8,157,68,63,32,72,right
Fabio Faria,23,187.96,187,68,51,9,77,left
Fabio Felicio,30,170.18,132,68,51,7,55,left
Fabio Galante,36,185.42,176,68,66,4,68,right
Fabris Fokobo,21,185.42,183,68,53,16,89,right
Fanol Perdedaj,25,172.72,154,68,32,21,84,right
Federico Agliardi,33,190.5,190,68,21,23,39,left
Federico Ricci,22,175.26,139,68,53,17,58,left
Fernando Cardozo,31,185.42,163,68,52,6,67,right
Fernando Ferreira,30,182.88,174,68,73,16,67,right
Filip Krovinovic,20,175.26,154,68,58,3,41,right
Florent Hanin,26,177.8,165,68,23,20,62,left
Florent Sinama-Pongolle,31,175.26,152,68,70,20,53,right
Florian Grillitsch,21,187.96,163,68,50,19,50,right
Florian Jungwirth,27,180.34,170,68,37,29,69,right
Florian Raspentino,27,177.8,161,68,62,20,40,right
Francesco Fedato,24,177.8,146,68,60,24,34,right
Francisco Pavon,31,187.96,172,68,45,7,65,right
Francisco Sandaza,31,187.96,183,68,72,22,58,right
Franck Etoundi,25,185.42,181,68,61,26,61,right
Franco Signorelli,25,177.8,150,68,47,20,76,right
Frank Boeckx,29,180.34,187,68,26,17,17,right
Fred,26,187.96,183,68,49,35,61,right
Freddy Adu,24,170.18,146,68,67,16,47,left
Frederic Da Rocha,36,177.8,159,68,72,6,75,right
Frederic Guilbert,22,177.8,154,68,44,9,57,right
Frederic Herpoel,34,182.88,183,68,50,2,53,right
Fredrik Ulvestad,24,182.88,174,68,74,33,55,right
Funso Ojo,25,177.8,157,68,65,18,66,right
Furdjel Narsingh,28,175.26,163,68,57,16,55,right
Gabriel Tamas,32,187.96,174,68,58,17,70,right
Gael Danic,35,175.26,143,68,76,21,65,left
Gaetan Charbonnier,28,187.96,176,68,71,22,39,right
Gaston Brugman,24,175.26,146,68,67,28,27,right
Gaston Sangoy,29,177.8,172,68,80,10,56,right
Gaston Sauro,26,190.5,185,68,44,36,83,right
Gege,28,182.88,179,68,44,22,80,right
Genki Omae,24,165.1,148,68,76,5,39,right
Gerson Guimaraes,24,185.42,165,68,41,18,76,right
Gheorghe Grozav,23,187.96,163,68,59,13,52,right
Giancarlo Maldonado,30,172.72,154,68,62,9,58,right
Gianluca Comotto,37,180.34,176,68,35,19,70,right
Gianluca Gaudino,20,175.26,143,68,51,11,33,right
Gianni Bruno,25,180.34,163,68,58,18,49,right
Gianni Zuiverloon,30,177.8,163,68,64,23,71,right
Gino Coutinho,33,180.34,187,68,29,22,32,right
Giorgi Chanturia,23,180.34,176,68,67,15,70,left
Glenn Loovens,33,190.5,183,68,24,33,74,left
Glenn Verbauwhede,27,187.96,176,68,15,9,66,right
Goran Karanovic,28,185.42,181,68,64,19,62,right
Granddi Ngoyi,28,185.42,170,68,31,23,72,right
Gregory Leca,33,182.88,185,68,49,10,71,left
Gregory Pujol,36,182.88,154,68,71,20,59,right
Guido Milan,29,193.04,203,68,40,9,63,right
Guillermo,22,180.34,163,68,62,20,56,right
Guillermo Varela,23,170.18,152,68,46,13,73,right
Guy Demel,35,187.96,194,68,55,23,76,right
Guy-Roland N'Dy Assembe,29,182.88,174,68,15,18,17,right
Habib Beye,34,182.88,174,68,53,9,62,right
Hans Hateboer,22,187.96,163,68,47,16,72,right
Hans Sarpei,36,177.8,161,68,47,8,74,right
Hebert,25,190.5,187,68,31,15,68,left
Hector Quinones,24,177.8,150,68,49,19,58,left
Heinrich Schmidtgal,31,175.26,165,68,49,27,73,left
Heinz Barmettler,27,182.88,168,68,38,10,71,left
Hendry Thomas,29,180.34,174,68,67,20,82,right
Henrique Almeida,23,177.8,170,68,71,14,52,right
Herold Goulon,27,195.58,212,68,47,16,70,right
Hicham Faik,23,187.96,163,68,55,7,50,left
Hidde Jurjus,22,187.96,170,68,23,5,32,right
Hugo Leal,33,180.34,165,68,66,12,50,right
Ibrahim Amadou,23,182.88,179,68,43,12,70,right
Ibrahima Cisse,22,180.34,176,68,46,20,72,right
Ibrahima Mbaye,22,187.96,154,68,49,26,74,right
Igor Lewczuk,31,187.96,187,68,52,24,73,right
Igor Lichnovsky,22,185.42,174,68,31,16,71,right
Igor Stefanovic,29,193.04,190,68,11,6,24,right
Igor Vetokele,23,172.72,163,68,67,21,54,right
Immanuel Hoehn,25,182.88,159,68,42,24,64,right
Inaki Astiz,31,185.42,163,68,33,22,83,right
Inigo Perez,28,177.8,163,68,60,23,69,left
Ismael Bangoura,31,175.26,165,68,73,17,60,right
Ivan Trickovski,28,182.88,174,68,68,17,47,right
Jack Collison,27,182.88,165,68,67,26,69,right
Jack Robinson,22,180.34,148,68,43,16,68,left
Jacobo,32,195.58,181,68,24,18,25,right
Jacques Zoua Daogari,25,185.42,185,68,51,21,71,right
Jailson,25,170.18,146,68,47,18,58,right
Jamie O'Hara,30,177.8,181,68,59,26,72,left
Jamie Walker,23,175.26,154,68,48,21,38,right
Jan Lecjaks,25,185.42,179,68,45,25,69,left
Jan Mucha,33,187.96,192,68,40,15,32,right
Jan Wuytens,30,190.5,183,68,42,24,65,left
Janio Bikel,21,175.26,139,68,44,8,70,right
Jaroslaw Fojut,29,187.96,183,68,39,25,70,right
Jason Roberts,36,185.42,203,68,65,16,86,right
Javier Baraja,34,177.8,174,68,76,18,78,right
Javier Calleja,33,170.18,168,68,58,8,67,left
Javier Cohene,27,187.96,176,68,54,12,75,right
Javier Ros,26,175.26,152,68,58,24,59,right
Jay Spearing,28,167.64,154,68,55,23,87,right
Jean Deza,23,175.26,157,68,53,18,63,right
Jean-Jacques Gosso,32,177.8,165,68,57,13,83,right
Jean-Michel Lesage,38,177.8,161,68,68,15,65,left
Jeff Hardeveld,21,185.42,161,68,60,12,67,left
Jeffren Suarez,28,172.72,157,68,68,30,61,left
Jere Uronen,22,177.8,152,68,48,25,73,left
Jerome Le Moigne,33,187.96,170,68,63,17,82,right
Jerome Prior,21,182.88,194,68,14,9,50,right
Jerome Thomas,33,177.8,161,68,41,25,41,right
Jerson Cabral,25,177.8,152,68,57,22,44,left
Joao Afonso,33,193.04,192,68,40,30,78,right
Joao Guilherme,27,182.88,163,68,67,10,72,right
Joao Moreno,35,187.96,181,68,63,28,72,right
Joao Schimdt,22,182.88,181,68,76,14,69,left
Joao Silva,26,185.42,190,68,68,17,67,right
Joey O'Brien,30,180.34,154,68,59,25,78,right
Joey Pelupessy,22,172.72,139,68,50,16,69,right
Johann Ramare,32,180.34,163,68,47,21,62,right
John Bostock,24,187.96,183,68,76,24,65,left
Johny Placide,28,180.34,196,68,15,24,29,right
Jonathan Blondel,30,172.72,146,68,57,16,87,left
Jonathan Ligali,25,182.88,190,68,13,19,13,right
Jonathan Parr,28,182.88,165,68,53,28,64,left
Jonathan Rivierez,27,182.88,181,68,35,16,70,right
Jonathan Sesma,33,175.26,143,68,72,8,60,left
Jonathon Grounds,28,185.42,192,68,29,30,66,left
Joonas Kolkka,37,175.26,154,68,36,7,34,right
Jorge Ribeiro,31,172.72,148,68,58,10,69,left
Jose Ariel Nunez,27,172.72,157,68,74,12,25,right
Jose Gomes de Moraes Edmilson,35,185.42,165,68,60,9,62,right
Jose Gustavo Sand,36,182.88,174,68,78,16,71,right
Jose Nadson,32,190.5,185,68,46,11,65,left
Joseph Bennett,26,177.8,163,68,45,26,75,left
Joseph Gomez,18,185.42,170,68,26,7,63,right
Joseph Romeric Lopy,23,182.88,161,68,54,6,73,right
Juan Agudelo,24,185.42,181,68,64,34,70,right
Juan Pablo Pino,27,175.26,159,68,63,13,41,right
Juande,29,182.88,165,68,48,22,77,right
Julien Faussurier,29,172.72,154,68,62,19,73,right
Junior Oto'o Zue,22,182.88,159,68,37,3,61,right
Jurica Vranjes,31,185.42,168,68,58,7,64,right
Kallum Higginbotham,27,177.8,150,68,56,31,70,right
Kari Arnason,34,190.5,174,68,52,46,79,right
Karim Onisiwo,24,187.96,168,68,58,5,59,right
Karl Darlow,26,185.42,174,68,19,32,13,right
Kebba Ceesay,29,180.34,172,68,59,28,75,right
Ken Ilsoe,27,182.88,170,68,70,19,38,right
Kenan Karaman,22,187.96,183,68,56,15,64,left
Kevin Doyle,32,182.88,179,68,72,34,71,right
Kevin Jansen,23,177.8,170,68,52,11,60,right
Kevin Kratz,28,172.72,159,68,55,17,72,right
Kevin McKenna,33,190.5,187,68,55,20,71,right
Kieron Dyer,35,172.72,141,68,76,11,63,right
Kristian Bach Bak,34,185.42,183,68,56,31,83,right
Krisztian Vadocz,31,187.96,185,68,64,26,59,right
Krisztian Vermes,26,182.88,174,68,58,4,68,right
Kyle Bartley,25,193.04,207,68,46,24,79,right
Lassad Nouioui,28,187.96,172,68,65,15,54,right
Leandro Silva,22,172.72,157,68,54,8,75,right
Lee,28,187.96,185,68,22,17,33,right
Lee Carsley,36,177.8,168,68,45,6,81,right
Leo Itaperuna,27,172.72,139,68,67,26,43,right
Leroy George,26,175.26,168,68,40,14,52,left
Liam Cooper,25,187.96,168,68,34,29,64,left
Liam Craig,29,182.88,181,68,73,17,56,left
Lionel Ainsworth,28,165.1,132,68,59,27,36,right
Lionel Cappone,37,182.88,163,68,14,22,22,right
Loosemy Karaboue,28,172.72,161,68,63,16,53,right
Lorenzo Burnet,25,170.18,143,68,57,12,71,left
Louis Nganioni,21,177.8,170,68,44,4,66,left
Luca Anania,34,185.42,176,68,25,12,28,right
Luca Belingheri,32,182.88,154,68,56,33,55,right
Luca Castellazzi,41,193.04,196,68,21,24,29,left
Luca Ceccarelli,33,182.88,154,68,50,25,74,right
Luigi Lavecchia,28,177.8,165,68,59,3,66,right
Luis Carlos,28,172.72,143,68,67,32,56,right
Luka Djordjevic,21,182.88,163,68,73,14,33,right
Lukas Jarolim,35,175.26,157,68,62,7,64,right
Lukas Zelenka,31,175.26,159,68,72,6,56,right
Lulinha,24,170.18,154,68,65,12,45,right
Maciej Dabrowski,29,193.04,194,68,41,22,75,right
Mads Junker,32,182.88,168,68,72,15,42,right
Magaye Gueye,24,177.8,161,68,59,12,50,left
Mahir Saglik,33,177.8,181,68,65,22,58,left
Mahmoud Kahraba,21,182.88,168,68,69,15,43,right
Mamadou Sylla,22,182.88,176,68,57,12,49,right
Manolo Reina,31,185.42,176,68,24,12,40,right
Manu Fernandez,30,182.88,170,68,21,21,27,right
Manuel Victor,37,165.1,146,68,84,7,64,right
Maor Bar Buzaglo,25,175.26,159,68,72,8,30,right
Marcel Maltritz,35,185.42,179,68,71,16,69,right
Marcel Ndjeng,34,180.34,159,68,56,24,61,right
Marcel Ritzmaier,23,180.34,165,68,59,21,78,left
Marcello Trotta,24,187.96,187,68,53,25,51,left
Marcelo Moretto,34,195.58,207,68,13,7,42,right
Marcin Kaminski,24,193.04,176,68,34,30,59,left
Marco Bernacci,29,193.04,163,68,63,7,67,right
Marco Biagianti,32,180.34,163,68,52,27,76,right
Marco Rigoni,34,175.26,150,68,78,16,64,right
Marco Rossi,28,187.96,181,68,28,36,72,left
Marco Schneuwly,31,182.88,181,68,61,23,65,left
Marco Zambelli,31,180.34,170,68,42,34,69,right
Marcos Tebar,30,185.42,170,68,60,15,76,right
Mario Bermejo,36,177.8,154,68,73,15,81,right
Mario Felgueiras,30,185.42,176,68,16,14,38,right
Mario Maloca,27,190.5,183,68,52,9,70,right
Marko Babic,29,185.42,159,68,65,6,73,left
Markus Berger,30,185.42,176,68,49,20,72,right
Markus Steinhoefer,29,175.26,152,68,56,23,60,right
Maros Klimpl,28,180.34,172,68,53,3,80,right
Martijn Meerdink,32,180.34,172,68,74,3,68,right
Martin Joergensen,39,177.8,165,68,74,17,62,right
Martin Milec,25,175.26,152,68,42,16,70,right
Marvin Emnes,28,180.34,146,68,66,25,66,right
Marvin Peersman,25,182.88,152,68,49,10,75,left
Massimo Mutarelli,33,177.8,159,68,58,8,75,right
Mate Bilic,33,185.42,179,68,78,15,74,right
Mateusz Mak,25,175.26,141,68,51,15,43,right
Mateusz Matras,25,193.04,192,68,41,23,74,right
Mathias Schober,36,190.5,207,68,30,9,50,left
Mathieu Coutadeur,29,170.18,152,68,76,20,75,right
Matias Aguirregaray,26,177.8,176,68,57,13,74,right
Matt Doherty,24,182.88,196,68,48,32,73,right
Matteo Ciofani,28,182.88,168,68,22,21,69,right
Matthew James,25,177.8,161,68,52,21,64,right
Matthew Kilgallon,32,187.96,174,68,45,23,69,left
Mauro Caballero,22,175.26,143,68,70,5,36,left
Mauro Camoranesi,38,172.72,170,68,60,15,84,right
Max Gruen,29,190.5,190,68,16,16,44,right
Mehdi Zeffane,24,175.26,139,68,60,22,71,right
Menno Koch,22,195.58,172,68,70,13,57,right
Michael Heinloth,24,177.8,165,68,42,16,73,right
Michael O'Halloran,25,180.34,174,68,68,31,31,right
Michael Parkhurst,32,180.34,159,68,49,34,67,right
Michael Uchebo,25,193.04,187,68,63,25,85,right
Michal Maslowski,26,177.8,168,68,59,18,64,right
Miguel Fidalgo,33,177.8,159,68,68,9,57,right
Miguel Pedro,32,175.26,154,68,54,21,41,right
Mikael Silvestre,36,182.88,183,68,52,13,71,left
Mike van Duinen,25,187.96,163,68,56,22,63,right
Mikel Labaka,32,185.42,172,68,42,9,77,right
Milan Petrzela,31,170.18,143,68,64,9,57,right
Mista,32,182.88,163,68,74,5,59,left
Mitchell Donald,28,182.88,165,68,54,18,73,right
Mitchell te Vrede,25,193.04,183,68,72,18,61,right
Mohammed Tchite,32,177.8,154,68,71,22,43,right
Moris Carrozzieri,33,193.04,198,68,46,10,73,right
Morten Gamst Pedersen,35,182.88,163,68,67,29,65,left
Mourtala Diakite,33,187.96,176,68,67,8,87,right
Nano,32,185.42,176,68,71,14,60,left
Naser Aliji,23,177.8,161,68,37,18,48,left
Neal Maupay,20,170.18,152,68,67,10,39,right
Nejc Pecnik,30,187.96,183,68,72,20,76,right
Nelson Monte,21,187.96,172,68,46,10,60,right
Nery Castillo,29,170.18,134,68,76,14,81,left
Nestor Susaeta,32,177.8,163,68,72,18,52,right
Niccolo Giannetti,25,180.34,161,68,60,27,43,right
Nick Blackman,27,185.42,163,68,76,29,55,left
Nick van der Velden,35,187.96,172,68,71,23,82,right
Nico Elvedi,20,187.96,183,68,37,19,61,right
Nicolas Martin Gorobsov,23,177.8,170,68,58,8,55,left
Nicolas Verdier,29,185.42,165,68,66,15,54,right
Niklas Baerkroth,24,172.72,172,68,62,30,73,right
Nikola Petkovic,29,187.96,172,68,47,21,69,left
Nikola Storm,22,177.8,157,68,61,17,33,right
Noe Dussenne,24,190.5,187,68,40,12,68,right
Nono,22,177.8,159,68,65,18,55,right
Norman Theuerkauf,29,182.88,168,68,65,20,73,left
Nwankwo Obiorah,25,187.96,196,68,33,13,72,right
Obbi Oulare,20,195.58,207,68,61,8,59,right
Odair Fortes,29,185.42,150,68,48,18,50,right
Oliver Fink,34,187.96,176,68,61,34,67,right
Olivier Sorlin,37,182.88,163,68,69,18,70,right
"Onyinye Ndidi,26",20,187.96,165,68,35,18,73,right
Orlando Engelaar,36,198.12,205,68,68,19,50,left
Osmar Barba,28,193.04,183,68,68,29,71,left
Oumar Diakhite,22,190.5,181,68,49,9,77,right
Oussama Darragi,29,190.5,172,68,72,11,71,right
Ousseynou Cisse,25,195.58,187,68,48,18,75,left
Pablo Barrera,29,177.8,159,68,67,37,60,right
Paolo Bianco,37,182.88,170,68,34,21,71,right
Paolo Hernan Dellafiore,30,185.42,163,68,36,26,70,right
Paolo Sammarco,33,182.88,165,68,60,30,60,right
Pape Abdou Paye,26,170.18,146,68,47,10,70,right
Parfait Mandanda,26,182.88,172,68,14,16,17,right
Pasquale Schiattarella,28,177.8,154,68,57,27,75,left
Patric,23,182.88,159,68,51,18,62,right
Patrick Ekeng Ekeng,25,180.34,154,68,50,11,79,right
Patrick Mtiliga,35,170.18,159,68,55,26,73,left
Patrick Ziegler,26,187.96,174,68,41,16,68,right
Paul Alo'o Efoulou,33,175.26,170,68,68,21,53,right
